time_step	nuc_nicd_sum	nuc_nicd_mean	nuc_area	cyt_nicd_sum	cyt_nicd_mean	cyt_area	all_nicd_sum	all_nicd_mean	all_area
0	903522	6.689950027762354	114015	2243055	10.841601203749518	213776	3146577	9.59933921309615	327791
1	805650	7.142780715005035	100352	1675574	10.431193414135514	165862	2481224	9.320411398348696	266214
2	996600	9.245429144141408	102990	1934154	11.374806097423587	172939	2930754	10.621406231313127	275929
3	1213453	11.488852430199513	105948	2136528	11.688511900396815	182250	3349981	11.623887049875433	288198
4	1384915	13.120343675962664	109501	2336997	11.591887301575632	198465	3721912	12.085463979789976	307966
15	974736	6.42243925966118	140248	1574533	7.959614983829012	200672	2549269	7.477616449606946	340920
16	1059065	7.2695464785973165	142273	1711717	8.387471600611793	206394	2770782	7.946785901734319	348667
17	1282544	9.052155432938838	143136	1722290	8.219830771783231	204788	3004834	8.63646658465642	347924
18	1408188	10.375703893709545	140295	1701574	8.031754074186107	202431	3109762	9.073609822423744	342726
19	1496642	11.0696052036866	141990	1630496	7.64422021186113	200915	3127138	9.119546230005396	342905
30	764368	5.477498041848495	135209	1219236	6.117028034379042	202381	1983604	5.8757783109689266	337590
31	828776	5.895420354456421	140252	1271201	6.137255781275693	207779	2099977	6.0338791659363675	348031
32	928358	6.8520357282226945	138958	1261742	6.015306735564502	206652	2190100	6.336911547698272	345610
33	962961	7.360138625226259	136560	1229900	5.82390079770141	204786	2192861	6.424159064409719	341346
34	993939	7.680815129225094	136275	1200394	5.630568815390318	204570	2194333	6.43792046238026	340845
